temperature,pressure,humidity
0.6711991734308463,0.4500815711637206,0.3514670351605433
0.5423256176015415,0.5423078713549282,0.09513132499934114
0.08846160571894368,0.45227514655106177,0.5297952959991804
0.9481137389045505,0.8502213581749535,0.06724623405944685
0.9339602551724765,0.5825845454675814,0.15559768531081725
0.8965254555467542,0.5187547094576735,0.32108371700478616
0.637549895784005,0.4988378678709115,0.25997949791708336
0.08861356248676144,0.5257666610500911,0.52948650303036
0.3662101978270157,0.5488084303749239,0.5871317406918374
0.3626355757518981,0.5394966942634455,0.9287867665464042
0.18919505841250073,0.5459924390933165,0.15170223113524253
0.33369094708446656,0.5115536782194815,0.6984490116479558
0.6603206525945778,0.5966154587010266,0.5208200160705013
0.5884341260465761,0.5401908294657958,0.41401283785126425
0.5091166634577883,0.5156083153345026,0.5506313904016723
0.24856114568007048,0.4906823468614116,0.22315397596079728
0.9607755092463756,0.5382924444567259,0.09049220412879624
0.4321492890379043,0.5432587363204268,0.43281994101534954
0.07849340408917238,0.3387095252839295,0.8931506324806789
0.06937308868132475,0.6563664743577668,0.19623395522237785
0.612408627721509,0.32198175237403515,0.6203374247572578
0.15545073229403328,0.46042745846703204,0.5487280521770196
0.47067757400115984,0.6092867142398888,0.7048050228388387
0.6973685957103358,0.23154133832972001,0.4932777648795555
0.13216188301216525,0.3341126333074468,0.8870709222333104
0.665544270581193,0.5262113547519313,0.7213755843484825
0.10572810334121285,0.5257475854891552,0.2976890602785464
0.26272696745285673,0.5337618606863607,0.9221450136709216
0.9057812643275706,0.5872441513904887,0.15348934303058634
0.8318058763227459,0.5118203960739452,0.8304965422496795
0.3599544988647422,0.5164426610801713,0.03409424219458418
0.665203663052531,0.5186496843748808,0.9678554562567332
0.7649161771645597,0.532525068309832,0.6427207627152874
0.5927197538576631,0.30774250994320074,0.5751183024266093
0.901566484856858,0.5085862404332944,0.2822747569646938
0.8938264049207275,0.5150061815320409,0.9504936907223652
0.272440179286791,0.2297163460264453,0.6005242894271126
0.47645169252418584,0.7450960828579192,0.8762428859977774
0.8357774099493166,0.5193938422232257,0.04888320290562632
0.04265747895169014,0.5664830573415964,0.5195958826743262
0.6980531967355795,0.5884364950541536,0.16207359161422302
0.3312415017709033,0.51131014185346,0.3758388593436609
0.5571276313106018,0.5185201434270982,0.14557630536428454
0.3621823846201736,0.5011916723414834,0.540018547177705
0.14642076594394482,0.5218327773760949,0.12394896898413865
0.3112092804398473,0.5480032399198557,0.9309283764772925
0.07370951212183363,0.6738673645041805,0.07770190363854779
0.3640648249254651,0.5333087224495575,0.07877591389960135
0.6630085621843921,0.7392396962239393,0.08386714964882515
0.7706559237339182,0.5505289119920055,0.9220453836156298
0.9490102477480103,0.8618730579858507,0.0653984239731895
0.059247396429408905,0.6209627301034466,0.0902204085494654
0.4634420711809196,0.7450960828579192,0.9237487212459498
0.18801107396729666,0.5739221526701543,0.23194668201541035
0.6229206363716026,0.39085696328763764,0.9221531987523773
0.6894508913055234,0.545200421264016,0.05835523086045285
0.4825686815458109,0.49498742368329773,0.42087120878046247
0.9725632344386651,0.5335561815885715,0.3526235359337905
0.5849063942294203,0.5405104892789598,0.5195601197691414
0.4633405410283745,0.5246083594039956,0.10404291494178804
0.6010143317005924,0.5018774209243073,0.932810859466615
0.5121804158261439,0.5053535818781709,0.740250798864515
0.5722528426848009,0.564852581037519,0.030426548119151967
0.6146132428403909,0.6011628470711241,0.7328249473953561
0.02268683885129652,0.6179762370389448,0.44297813806086755
0.3636703623786811,0.44884520113816095,0.5403249110586137
0.9176335839700184,0.523629766954832,0.14058235393831978
0.21227586892331307,0.5247754845377302,0.9323991651610061
0.2710108099375028,0.5293532467441024,0.9221450136709216
0.2957591757007145,0.5468821174589372,0.90481248614995
0.6260413808875712,0.48801435245037017,0.9334179084460075
0.8867509574897897,0.5079033494192928,0.7975963773614682
0.8738877210383172,0.5288822786984453,0.21910823942852412
0.6771453615205026,0.5516252185843432,0.9279350849296609
0.5328533285539517,0.5076236508908568,0.26382583568005336
0.010662340669318815,0.5345964758080476,0.2528472323404439
0.04753996729026666,0.5314645499139882,0.33602369825701134
0.2918656833048606,0.846822519582936,0.9949188232029186
0.03618119915050588,0.55579597012206,0.2405872563614361
0.9513128488540995,0.5263743419865577,0.8339193521240952
0.6625655686755204,0.5993718378925065,0.042027274538633995
0.15690941433491712,0.5252268870220167,0.6294159183813621
0.8579809879381451,0.5499146228716357,0.42910625095093385
0.07906376009898164,0.5303945664985255,0.8763443868915374
0.714327928941867,0.5268469438828873,0.33083753281240663
0.5703969788668309,0.1862795897500501,0.4522890739015136
0.1483954013961819,0.5218327773760949,0.12394896898413865
0.5398798386659139,0.6314443703756784,0.5829038120236969
0.13722136370870963,0.5487139551061626,0.3761194167383736
0.18592363425036207,0.5311880333134023,0.21340783106279787
0.666302732487348,0.4214646143622209,0.3328310101489773
0.318687057853556,0.5659094730391554,0.9077053823586102
0.017562111904071864,0.5204374167290466,0.8996005919322914
0.28577685681849363,0.48327348770796413,0.7181857595781522
0.4894655033832024,0.474547401492709,0.9454322133031327
0.46180790916296643,0.5092621490531031,0.5253764338723648
0.4152220322000778,0.5284646899504186,0.8739684872999054
0.30142912054480775,0.5677314747554529,0.5644716161333586
0.3548298286105839,0.5335561815885715,0.1340113379944516
0.5207371671893085,0.35907305800344524,0.8443915740200897
0.42985475260535566,0.5144323266724651,0.6899423262018554
0.8511904897029704,0.4301184670357048,0.7377261081249502
0.27242302471180524,0.1837103693016346,0.5202885173177016
0.6860300815928343,0.6063988937656347,0.1054149978947383
0.5917515517095068,0.5243360301872264,0.854354036260099
0.22362916465452543,0.4037150962194683,0.4641570061561373
0.6388333151146602,0.3910554963047784,0.7213171372382077
0.08871056194672056,0.39368203776240906,0.6860251263027642
0.620040385539968,0.4900306363862542,0.16535915275038024
0.31215360428325944,0.739015889105744,0.07785149135622631
0.34084891891158586,0.4597003497502629,0.23800843430189952
0.7679510554487542,0.5280680671199215,0.447316479231737
0.6879173085582083,0.2160415132701794,0.5534845348321447
0.7039864964883539,0.5015120156545474,0.9542972042267113
0.8672797286466708,0.5335561815885715,0.2596930949679447
0.7705165745534871,0.4962697228087049,0.4787310358211935
0.6331132661607609,0.5223449581605037,0.9234696586745673
0.7270962510160913,0.7164846061518809,0.839739640742467
0.16401787512280974,0.5921433325405028,0.8634474516106986
0.8979149133168977,0.658100507616828,0.5961999076048756
0.7246678425643723,0.5335561815885715,0.9858932897798094
0.41634117165929785,0.45382388421724457,0.03230414713871529
0.02671214636040309,0.5328545785531471,0.43025833864184376
0.22320504450503653,0.49855508585457636,0.3695085341534825
0.5218701536753453,0.5749187466380741,0.35705064428844885
0.6373204341629833,0.44489736872267244,0.32621019574421833
0.7361716475230767,0.6237086766965255,0.501173811179833
0.5192358217489513,0.47899251071296284,0.17729512205756462
0.705633870367094,0.6166198323835707,0.48167777177493615
0.29057060081861674,0.5241162143467807,0.5539455001734057
0.9208168314033248,0.20842509553676664,0.1323983859692843
0.9042969111910278,0.5676912170104834,0.2998920688126312
0.12796912862794219,0.4539904701916611,0.08088618949002777
0.06342581459694452,0.3833612338302015,0.9479013367364769
0.2393307445588686,0.5335561815885715,0.6309168380767727
0.31819839281790674,0.05650754658666407,0.3956652207678189
0.622463364357548,0.4878011142477112,0.20991203740316183
0.5147138476738305,0.5386593443275958,0.12137893202380517
0.5380601901749625,0.7158012721784639,0.9873998791208283
0.5301901744837508,0.4879913978177522,0.7543894416557134
0.6592658655366764,0.44045790320287936,0.42758676152956104
0.20988493628576754,0.09491429701381193,0.4242492483547583
0.5346425573108587,0.46932592496988224,0.10003934632342418
0.5120935691777518,0.5335561815885715,0.8890591944962466
0.6644432766374394,0.5343194141832893,0.8675317444038708
0.3831388119036373,0.513842451270872,0.715867850356378
0.2498585138813736,0.38139728036049614,0.4076055033551919
0.6431649566477985,0.5097339272632228,0.2986192028505462
0.7296265192548904,0.5152791987695353,0.6649965190776137
0.30437636289091563,0.5521944816295216,0.8691198240066146
0.8224050653498888,0.5768856498444169,0.3939374546037069
0.2509334928367971,0.48686885145980113,0.7272328039788787
0.0914500866693213,0.6209627301034466,0.0902204085494654
0.46794865291882026,0.5041880209678838,0.05309512138134178
0.5306988192422729,0.5543558976582657,0.0881748324630825
0.7573989125210042,0.5317708229527447,0.6294274463327776
0.767724680035308,0.5335561815885715,0.9182349792448151
0.9508256751516236,0.5335561815885715,0.316151859282899
0.696430850299483,0.5379394726374455,0.9420977828500328
0.4756770262459936,0.31877140478376553,0.8863148365163919
0.1750505186057133,0.49344071684511576,0.8608041070603863
0.6122584718921124,0.3054094660388001,0.4096583272262309
0.23685868991470216,0.5688180430422507,0.36797976885533806
0.9165847574920977,0.20659071942581453,0.08078424199671297
0.6003278906967923,0.7548399235984773,0.1961954033792801
0.5729479102006124,0.7785703914871405,0.0584605494173324
0.32721215751179356,0.752249944050104,0.3236099195360547
0.9700929607036327,0.5335561815885715,0.7059512689915058
0.9686892237493477,0.7269657702712508,0.5921974264684766
0.4549133601404155,0.5076093585259194,0.7479256316940289
0.385700763418951,0.47903787874174486,0.7604348027947346
0.5407696285323272,0.5003524810450106,0.8664490987267564
0.7287387584570809,0.6424192672172077,0.14568808045751705
0.021714333801257202,0.542509128719096,0.8577367766762475
0.4525139140375115,0.5490798054532021,0.3272650107788809
0.42450924995802264,0.5144323266724651,0.6613730291710982
0.6017293263199638,0.45864436733051567,0.6313223645292663
0.1284130988191584,0.8919945040010084,0.8167777389849291
0.9562069429762398,0.6011325582752373,0.12634384534188473
0.16966300469890838,0.5028706131952517,0.7152788206850612
0.8378576832553047,0.5682050224002735,0.43577130672450504
0.7061973407154524,0.5424586513839771,0.08586937546704997
0.4705145963728511,0.49498742368329773,0.42087120878046247
0.35276671361385536,0.5897782687307083,0.8244115724089917
0.589332201927124,0.5401908294657958,0.44441973009787006
0.6685675352737969,0.5441487769629877,0.4920611624290223
0.8798937250655557,0.5095415350336764,0.6704750235907107
0.7172960934057687,0.4913905864682633,0.5380395645469672
0.5811784191075543,0.5364541048446261,0.5011088365672506
0.015810190579537142,0.031241957309379786,0.42068276083707096
