latitude,longitude
0.010180073491501651,0.010531886956262233
0.1876044936653588,0.19157730021667987
0.22184035810062785,0.23374784341920216
0.0003091585762756252,1.4467491201916594e-05
0.0903733963136695,0.09231904984771165
0.13260423257309067,0.12954453456609547
0.17085646247810862,0.17995679763214395
0.20481040887970972,0.19839696266342594
0.0004151383518702897,0.0005481915490396401
0.110569906816384,0.11030120288501348
0.0008391494904270612,0.0006203761742691466
0.00035466002896017494,0.00032204561064369183
0.050253369535047956,0.049308324927259686
0.037005840165493416,0.036004345573776575
0.1343154401249774,0.13955182208046035
0.1277146668463723,0.13050670691731417
0.2859572108656074,0.30299363311796007
0.12673520199167104,0.13614474619659608
0.028029736798499356,0.027225681857062135
0.13872839908264842,0.13298703711654325
0.0028904100549885362,0.0031628182411054424
0.030471861703560563,0.03402175071037784
0.10185145525513531,0.10360846077708868
0.28739356810409794,0.2962673644251072
0.00010030004833435652,8.11391621087093e-05
0.9931616761069645,0.9930952692143612
0.16486313622084814,0.15846380773093563
0.13649676744439893,0.13607920560924627
0.25104279850347233,0.2636266369019465
0.0018178250314190225,0.0016815621730466163
0.0006084493040979238,0.0009240359796743626
0.2725657727508369,0.28008449203345265
0.15301444726975252,0.15558233875372807
0.16337705095904786,0.16539591652967178
0.1298107452599088,0.135650181883849
0.9650461312357442,0.965193975929859
0.039846990048654406,0.039086606176735664
0.18623457259696458,0.18843537002932037
0.0010445588441853637,0.001274409745164174
0.16825709683352538,0.1604588309350271
0.15870484588117942,0.15176801216347757
1.1902162531220843e-05,0.00012016508622694419
0.019308235585487485,0.018189640427427104
0.002461607521590817,0.003144338304290329
0.005423196620564783,0.005131868377991868
0.005985469456273189,0.004729632334096904
0.13616827949050145,0.1295341406418092
0.034981550826409524,0.039682213287217494
0.003139834029916039,0.003104557492635447
0.15128234933297888,0.15236073593018576
0.0021077361983718548,0.003147276145292529
0.03919567250368359,0.04098969921698219
0.1691650911235333,0.17727481579685814
0.2475401038321828,0.25645844045743
0.26169740410561665,0.27604449614454
0.0011844036211208881,0.0013862749034781255
0.004446199229914574,0.0043345464733857385
0.1320902658543458,0.1308439145010141
0.15529474111225058,0.151671924888649
0.004616364652414037,0.005724673156573538
0.0030338389713865338,0.0031055666271752012
0.05620372091128098,0.059308672632422496
0.35459643859049916,0.3549049720567965
0.002914221382605806,0.00379548676988516
0.22328603035707412,0.23100868353207005
0.007723444813697352,0.008090281478455356
0.011648325308514413,0.010912316548839611
0.26113792746085923,0.2694431626234493
0.16300604382716458,0.16466712687172455
0.18434993134803185,0.19040898000620488
0.2489509759213016,0.26193241861915045
0.06874413203948795,0.06674883712919126
0.9745364658968261,0.9746045024971333
0.144983254471366,0.1388409692586644
0.13438670154136045,0.13457303561018813
0.0011604955319206877,0.001483422580609621
0.00040612551226698823,0.0006353001393954519
0.0004687491871668896,0.0004703487352907161
0.18434745087455545,0.18778905051360723
0.001364431624230249,0.0013783593002966617
0.2141882293949596,0.21503471461441906
0.13973167824837932,0.13735077036053842
0.04836881868041542,0.048369951295571756
0.23186589982925918,0.2417651228323485
0.055885117426665576,0.05888842035523548
0.0014623977376049023,0.0008602099448628275
0.0041650868905098795,0.005389729336371024
0.04781530858734564,0.05364603873553242
2.8368392618549468e-05,0.00013294670474522582
0.0008323322657577782,0.0015250826658872868
0.004071868966194684,0.004735557742528727
0.10669723428137531,0.10225512438389925
0.1398582213857279,0.14171853561043152
0.016044805825768553,0.016033864326089154
0.19528971476686,0.1894595032339405
0.13703667861967947,0.14050365916989782
0.0016098627868093803,0.001985087698748552
0.03600175735329604,0.034501884065250316
0.16127466382063516,0.1622622947659212
0.01342696958035957,0.014508448603233522
0.09208481894792647,0.08926787356482303
0.004475713831724632,0.004497296024312657
0.15801163964299422,0.15888634391908035
0.19636250871484737,0.20172771822463456
0.0014840836287385902,0.002011719852133196
0.14352868891568052,0.14709083524681407
0.03893006386981475,0.03792392417246293
0.003090542480381156,0.002117291553055428
0.012852064894791826,0.01482083389201479
0.9291250780446976,0.9600457379789429
0.06057244520155315,0.0592462420202504
0.05606021005752842,0.05533606348411295
0.23399710836934162,0.24277677488717694
0.2555678902071019,0.2642683140611508
0.0006071352356398298,0.0008956237669817367
0.002312810650895431,0.0022726972446208762
0.0006871332047059818,0.0011963567225766504
0.18271587962716154,0.1738291294339101
0.1644059366129352,0.17269005845484117
0.012260852971898384,0.011129544153397428
0.06536126841021334,0.06563117891859845
0.030488151899576592,0.02822784352229547
0.0837668545098753,0.08497035496733321
0.00267967608923412,0.0025008312676044163
0.0007504450121317733,0.0010025928539115908
0.0004894906344294049,0.001219336882724617
0.03849087562655393,0.03669927153464643
0.08762789301085062,0.08674202891336442
0.15731928084682242,0.1609815484243133
0.0032797696016097673,0.0038057238632580315
0.0013826392260615347,0.0015625353265783862
0.0018103381408000718,0.002233013170134031
0.05167022082668777,0.05308929736034543
0.0021761890623924513,0.0017243073586978158
0.0011661465481601224,0.0016509673004762061
0.004314846669832397,0.004146633735448366
0.08395281269580161,0.08711481454483842
0.00041500280410636806,0.0005505563067276786
0.2689608247607401,0.28416797304092634
0.08816100271584505,0.08455173322153643
0.01729790447334482,0.015652972626372188
0.003907556041293839,0.0034835149627701796
0.006186434652353023,0.007298284668701832
0.22234961494140543,0.22894056912208494
0.13367969211538266,0.1429024881582582
0.0049056968881067,0.004202981924782908
0.0818749183899516,0.08178593707079103
0.2019835415690149,0.2031597930944421
0.016698310776283667,0.01881243336111688
1.2055326808171688e-05,8.928291968080676e-05
0.001991736538610467,0.00169429144119684
0.0033162932584096393,0.0032545119383562
0.0035827214260073566,0.0028541248734966773
8.548417498086155e-06,4.12647510050039e-05
0.0005283384986992477,0.0004804326859464969
0.0024310119725071714,0.0021634856793064407
0.005305933044253441,0.006137200754371481
0.1671702173202226,0.17590891248955168
0.04640312022906981,0.04583817160233285
0.07316579300487573,0.07547036951121228
0.014134633028939943,0.012763832549542352
5.683516139401813e-05,0.00019548150387484545
0.00023115311892926493,9.697701089478317e-05
0.11450391323105223,0.1229603053580051
0.004236389295593108,0.004450087974371495
0.11242561202343301,0.1149057722632743
0.0003206547908558517,7.85994628121553e-05
0.1988655141446668,0.19696775064129626
0.10323583471527592,0.09975862414132981
0.2847911573402084,0.2933475311788539
0.008321847064371116,0.007618416545859017
0.09705988242879364,0.09373501660284767
0.19275440493340548,0.18993840230915715
0.054514596617755415,0.05701512550046489
0.009900580850127655,0.00972134305149272
0.02115241743054199,0.02042206796337009
0.19684551680559031,0.19922673599787208
0.0371364643342753,0.04234524397732792
0.00011775043316785727,0.00016052081611951305
0.2275889231870861,0.23824706653524455
0.1376780184432539,0.13832103213724378
0.931425892394479,0.962674065733005
0.010465635312856419,0.01010237262736308
0.11945556147552465,0.1227207590098318
0.07396588227541784,0.07624398547002084
0.2675089363034264,0.2750365232948641
0.12570688664463397,0.12858949364514213
0.1954956162726222,0.19300397986085782
0.18912164713504165,0.19066209100815992
0.045288771970327595,0.04371087991792809
0.13303562105879108,0.1382172943139364
0.005026689422247955,0.006608852762442413
0.00031347991165437756,0.0009979150099818784
0.2184428843242141,0.21892422273708942
0.18820496174069706,0.1848038497683399
0.21210813841296178,0.22319746070908403
0.06151383670876951,0.06163861672017246
0.00794079107154171,0.006803261881963726
0.030968890394403994,0.030430842334613507
0.001478938489292088,0.0012349902116013944
0.09229729237050734,0.08994523716073383
0.11168903206621975,0.11946078367843717
0.0013147247396439693,0.0011621213617400428
0.0007270276442081298,0.0010496141636859961
0.3678990378205159,0.37558420857015495
0.13008590115919125,0.13197161464251406
0.11118780120538731,0.11696888639656854
0.15584596231460862,0.14867450012142305
0.007914948453304713,0.00842319091894984
0.18972025581091106,0.19132493107430446
0.0010648050941426447,0.0009650338961009058
0.003107895666768414,0.0039641643898830105
0.12109433403235037,0.11424596681199846
0.36954081383080956,0.37719339796491425
0.0015954477482858734,0.0015227121281901589
0.9970249353661775,0.9972007927911114
0.0037476211639106125,0.0026174978152487677
0.00251160704452698,0.0027376803882968696
0.1580150793226812,0.15942905001930086
0.102330156656342,0.0985107017006875
0.0019010803589097204,0.0019965705767477117
