current_temperature,thermostat_status
0.05907841214741261,1.0
0.2479311322371296,1.0
0.535500522311045,1.0
0.3334237760334977,1.0
0.3481229643233519,1.0
0.37203715620984434,1.0
0.2318397560683687,1.0
0.4111761011556889,1.0
0.1226658870506312,1.0
0.3447234540910511,1.0
0.29305721013511654,1.0
0.2724955037855792,1.0
0.7494618747540076,1.0
0.6988879578396467,1.0
0.159530472157142,1.0
0.16632292114890523,1.0
0.48012006169909727,1.0
0.3564980208487474,1.0
0.14944813818495062,1.0
0.4011552553214224,1.0
0.1735144353084923,1.0
0.16990006922614986,1.0
0.3176896963150333,1.0
0.5109411346380228,1.0
0.8384759536628872,1.0
0.46080606586177764,1.0
0.0,0.0
0.6050810824062283,1.0
0.0,0.0
0.3441582604092335,1.0
0.25302053237331146,1.0
0.07708598637958852,1.0
0.2691905331284259,1.0
0.5618806381222448,1.0
0.559024327295337,1.0
0.8550590108507237,1.0
0.34369418777916705,1.0
0.7111179899885145,1.0
0.0,0.0
0.6953727670768783,1.0
0.332145172896416,1.0
0.34701141004658886,1.0
0.12457106796830564,1.0
0.5989615976502343,1.0
0.30410044769436695,1.0
0.2678403380513683,1.0
0.17274320409495791,1.0
0.07976594484527944,1.0
0.0,0.0
0.24684091598984592,1.0
0.1267363937782422,1.0
0.07010770946096212,1.0
0.18441988201718296,1.0
0.0944709373192425,1.0
0.6742706583744753,1.0
0.46543592607354567,1.0
0.6505852665852307,1.0
0.8766120392337511,0.0
0.5044400602902472,1.0
0.8446428792708263,1.0
0.28895007562450736,1.0
0.6571741169630387,1.0
0.5837839673231198,1.0
0.3114935737202975,1.0
0.37866728612110023,1.0
0.2626427161914604,1.0
0.1758150330211108,1.0
0.08148747465522543,1.0
0.6618657784305575,1.0
0.3382086015585579,1.0
0.26286087528450874,1.0
0.18272091369710308,1.0
0.5378470463056777,1.0
0.0,0.0
0.3508818554913393,1.0
0.1897313787280841,1.0
0.09695255614992648,1.0
0.0,0.0
0.7537707001606999,1.0
0.5398981561362559,1.0
0.13583432632116033,1.0
0.3310244291616691,1.0
0.9538206057401193,0.0
0.3799157119024734,1.0
0.6947812925055885,1.0
0.17514055821691654,1.0
0.16921774946990764,1.0
0.09211498977853871,1.0
0.28855077236709104,1.0
0.4835374316519929,1.0
0.5014333418651105,1.0
0.16045302631334835,1.0
0.13973257122682003,1.0
0.0,0.0
0.0,0.0
0.5028096177563519,1.0
0.23167983188906005,1.0
0.1873334283817667,1.0
0.23195927304248665,1.0
0.8602928933554765,1.0
0.42885613313404214,1.0
0.22107924389839972,1.0
0.1989210037747995,1.0
0.698664478744687,1.0
0.3403611435579599,1.0
0.1993302787845761,1.0
0.25389746736307117,1.0
0.4883287776306937,1.0
0.5015660177909287,1.0
0.18246404903918956,1.0
0.4172539782547635,1.0
0.6532493200658913,1.0
0.09664374294382627,1.0
0.3424195621388133,1.0
0.6974876889198529,1.0
0.7476681637823632,0.0
0.29676657596576916,1.0
0.47126309183019277,1.0
0.0,0.0
0.5805671108232358,1.0
0.454732018203718,1.0
0.1930396816391613,1.0
0.5609586361738335,1.0
0.466826084188654,1.0
0.5572559138431235,1.0
0.3641703959558278,1.0
0.4249522991252084,1.0
0.2521044936688632,1.0
0.22702384884729732,1.0
0.34834127247249036,1.0
0.32320141536940206,1.0
0.14031432213910655,1.0
0.722398234733332,1.0
0.09599139346536978,1.0
0.44013971813579467,1.0
0.1900192180417295,1.0
0.7849382834911398,1.0
0.37778916768601123,1.0
0.45650544554265204,1.0
0.2904332397376801,1.0
0.10519982058728683,1.0
0.4726075197370694,1.0
0.5780326601119676,1.0
0.117732260531906,1.0
0.13354331621634907,1.0
0.2552905305713633,1.0
0.436902664035574,1.0
0.7935859185875787,1.0
0.6483275490083642,1.0
0.0,0.0
0.1266042670590899,1.0
0.19133979197237938,1.0
0.3962927635706386,1.0
0.17676523858251336,1.0
0.2769716061384182,1.0
0.12159483901632706,1.0
0.1921964893467445,1.0
0.26927489887517186,1.0
0.14858905091126884,1.0
0.5032308662717471,1.0
0.12217019352165215,1.0
0.7313549201250877,1.0
0.406452020488858,1.0
0.40598650831709326,1.0
0.2559698101836023,1.0
0.6439856491557916,1.0
0.17269186677677606,1.0
0.5530774664975655,1.0
0.47191979194578915,1.0
0.30946586069391335,1.0
0.3507421059037097,1.0
0.834865209943636,1.0
0.4925461026058642,0.0
0.20279341896076142,1.0
0.22331744012940336,1.0
0.1823584142889385,1.0
0.4111517069761832,1.0
0.7492018719152003,1.0
0.6551351046847578,0.0
0.7654305877647452,1.0
0.46713929604996407,0.0
0.21405825890876917,1.0
0.15101576408100792,1.0
0.12819401227862626,1.0
0.9996536136551648,0.0
0.17343428214693768,1.0
0.5428157180118722,1.0
0.66644864195752,1.0
0.30184201384796916,1.0
0.5233395101343237,1.0
0.1232165532657774,1.0
0.3877468527529442,1.0
0.43656685166971654,1.0
0.868322369839448,1.0
0.126731448917496,1.0
0.18188310342993752,1.0
0.22098524952841236,1.0
0.3991275823100957,0.0
0.4023644313331465,1.0
0.3218690680084224,1.0
0.4287359749186259,1.0
0.5393874689651841,1.0
0.19031954405410811,1.0
0.3616632985375765,1.0
0.14573983475407815,1.0
0.0,0.0
0.17696843304438614,1.0
0.22190554683536856,1.0
0.21661913856522297,1.0
0.1790629312019485,0.0
0.4856214998847852,1.0
0.1708993832670238,1.0
0.7868784115593912,1.0
0.5521090030657447,1.0
0.2561834245664807,1.0
0.4384382348693432,1.0
0.8270692893465115,1.0
0.26320684747349743,1.0
0.2624000748857793,1.0
0.23770321248115334,1.0
0.5209200937103433,1.0
0.3317502843002318,1.0
0.6724840390714184,1.0
0.5401386976517877,1.0
0.15422927332132153,1.0
0.5109578379234527,1.0
0.5711252778709373,1.0
0.1097811805484592,1.0
0.25405533776954714,1.0
0.5408999521110793,1.0
0.054603662303521094,1.0
0.1413573026116155,1.0
0.45243523392609086,1.0
0.3503437029850893,1.0
0.12675801091274863,1.0
0.2530200922076773,1.0
0.2703087399085189,1.0
0.08985414402454239,1.0
0.27752122996131323,1.0
0.5192173669759756,1.0
0.39342429016696556,1.0
0.5338706229815573,1.0
0.3839791489697779,1.0
0.18354489175922417,1.0
0.5669790286414984,0.0
0.23166122188613425,1.0
0.5189698528366526,1.0
0.5704099687008122,1.0
0.152595281451815,1.0
0.23945898217553374,1.0
0.2651255794904368,1.0
0.3745199944994102,1.0
0.3777338568726072,1.0
0.0745268653849176,0.0
0.11115270965348989,1.0
0.33657730470318237,1.0
0.4323294391356174,1.0
0.8722217601761328,1.0
0.3780931940908432,1.0
0.18026386311142506,1.0
0.2886453399527791,1.0
0.6330680798853927,0.0
0.9088571240269143,1.0
0.09357260627816988,1.0
0.3418604607495195,1.0
0.18861023684351386,1.0
0.3834767279092355,1.0
0.5454420703056138,1.0
0.7049151248565679,1.0
0.11811318087184874,1.0
0.1949781340768748,1.0
0.19406369697510772,1.0
0.13210129158392192,1.0
0.686088098265289,1.0
0.0,0.0
0.0,0.0
0.6677727502181341,1.0
0.734392155033547,1.0
0.38587297061296866,1.0
0.42854604744910896,1.0
0.25078460299532246,1.0
0.29810163334652673,1.0
